# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
40

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
BODY,Fuselage,0,TCZFITCZEU,0,0,0,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 8.333333332999993459e+00, 0.000000000000000000e+00, 8.333365941695650037e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,30,17
# x,y,z,u,w
2.276616775823855221e+01, -8.118489583008591248e-01, 1.023269929718115989e+01, 3.000000000000000000e+00, 2.750000000000000000e+00
2.276616775823854866e+01, 0.000000000000000000e+00, 1.042094929717362994e+01, 3.000000000000000000e+00, 3.000000000000000000e+00
2.276616775823855221e+01, 8.118489583008591248e-01, 1.023269929718115989e+01, 3.000000000000000000e+00, 3.250000000000000000e+00
2.276616775823855221e+01, 1.473958333274374644e+00, 9.718949297201708859e+00, 3.000000000000000000e+00, 3.500000000000000000e+00
2.276616775823854866e+01, 1.919921874923203653e+00, 8.956199297232219081e+00, 3.000000000000000000e+00, 3.750000000000000000e+00
2.276616775823854866e+01, 2.083333333249999697e+00, 8.020949297269629241e+00, 3.000000000000000000e+00, 4.000000000000000000e+00
2.395879456345834768e+01, 1.758403600011273715e+00, 8.223178027644063803e+00, 3.500000000000000000e+00, 0.000000000000000000e+00
2.395981458967946764e+01, 1.620657790350504168e+00, 7.408916626067536981e+00, 3.500000000000000000e+00, 2.500000000000000000e-01
2.396051956396442151e+01, 1.244571685458381705e+00, 6.738606554780316671e+00, 3.500000000000000000e+00, 5.000000000000000000e-01
2.396094550857827699e+01, 6.854327093311349817e-01, 6.283749595899948304e+00, 3.500000000000000000e+00, 7.500000000000000000e-01
2.396109012878096678e+01, 4.163336342344337027e-17, 6.116155717485502130e+00, 3.500000000000000000e+00, 1.000000000000000000e+00
2.396094550857827699e+01, -6.854327093311348706e-01, 6.283749595899948304e+00, 3.500000000000000000e+00, 1.250000000000000000e+00
2.396051956396442151e+01, -1.244571685458381705e+00, 6.738606554780316671e+00, 3.500000000000000000e+00, 1.500000000000000000e+00
2.395981458967946764e+01, -1.620657790350503946e+00, 7.408916626067536981e+00, 3.500000000000000000e+00, 1.750000000000000000e+00
2.395879456345834768e+01, -1.758403600011273715e+00, 8.223178027644063803e+00, 3.500000000000000000e+00, 2.000000000000000000e+00
2.395746604256059342e+01, -1.621151256857495948e+00, 9.029539896713611569e+00, 3.500000000000000000e+00, 2.250000000000000000e+00
2.395604421934920936e+01, -1.245289454923097061e+00, 9.682446861810301897e+00, 3.500000000000000000e+00, 2.500000000000000000e+00
2.395483782474587642e+01, -6.859261758381267615e-01, 1.011986049004151589e+01, 3.500000000000000000e+00, 2.750000000000000000e+00
2.395432110880349796e+01, 2.416992709112183185e-17, 1.027951461149035417e+01, 3.500000000000000000e+00, 3.000000000000000000e+00
2.395483782474587642e+01, 6.859261758381267615e-01, 1.011986049004151589e+01, 3.500000000000000000e+00, 3.250000000000000000e+00
2.395604421934920936e+01, 1.245289454923097061e+00, 9.682446861810301897e+00, 3.500000000000000000e+00, 3.500000000000000000e+00
2.395746604256059342e+01, 1.621151256857496836e+00, 9.029539896713611569e+00, 3.500000000000000000e+00, 3.750000000000000000e+00
2.395879456345834768e+01, 1.758403600011273715e+00, 8.223178027644063803e+00, 3.500000000000000000e+00, 4.000000000000000000e+00
2.513333333232798594e+01, 1.374999999944999773e+00, 8.425406758018498365e+00, 4.000000000000000000e+00, 0.000000000000000000e+00
2.513333333232799305e+01, 1.267148437449313825e+00, 7.754806630494302411e+00, 4.000000000000000000e+00, 2.500000000000000000e-01
2.513333333232799305e+01, 9.728124999610875401e-01, 7.196636349904384389e+00, 4.000000000000000000e+00, 5.000000000000000000e-01
2.513333333232799305e+01, 5.358203124785672067e-01, 6.814841069307411736e+00, 4.000000000000000000e+00, 7.500000000000000000e-01
2.513333333232799305e+01, 0.000000000000000000e+00, 6.673365941762050113e+00, 4.000000000000000000e+00, 1.000000000000000000e+00
2.513333333232799305e+01, -5.358203124785670957e-01, 6.814841069307411736e+00, 4.000000000000000000e+00, 1.250000000000000000e+00
2.513333333232799305e+01, -9.728124999610873180e-01, 7.196636349904384389e+00, 4.000000000000000000e+00, 1.500000000000000000e+00
2.513333333232799305e+01, -1.267148437449314047e+00, 7.754806630494302411e+00, 4.000000000000000000e+00, 1.750000000000000000e+00
